consult,date,link
废气排放,2019-07-06,./index_18763.htm?id=1113415&chnlId=19
环卫车漏液,2019-07-06,./index_18763.htm?id=1113401&chnlId=19
异味、湿气和噪音扰民,2019-07-05,./index_18763.htm?id=1113369&chnlId=19
海沧未来海岸空气污染,2019-07-04,./index_18763.htm?id=1113307&chnlId=19
噪音过大,2019-07-04,./index_18763.htm?id=1113299&chnlId=19
湖里万达附近垃圾馊味浓重！,2019-07-03,./index_18763.htm?id=1113259&chnlId=19
关于投保环境污染强制险企业名单,2019-07-03,./index_18763.htm?id=1113251&chnlId=18
异味扰民,2019-07-02,./index_18763.htm?id=1113188&chnlId=19
致癌物质扰民,2019-07-01,./index_18763.htm?id=1113183&chnlId=19
环保设施专项补助,2019-07-01,./index_18763.htm?id=1113136&chnlId=18
环境违法不用成本，监管有难度。工厂继续开工,2019-06-29,./index_18763.htm?id=1113089&chnlId=18
关于新地标大气污染物排放标准的挥发性有机物监测情况,2019-06-26,./index_18763.htm?id=1112899&chnlId=18
厦禾商厦一楼这一排餐饮店的后门马路上油污很多,2019-06-26,./index_18763.htm?id=1112898&chnlId=19
国六,2019-06-25,./index_18763.htm?id=1112833&chnlId=18
提高环境执法效率,2019-06-20,./index_18763.htm?id=1112522&chnlId=20
洪钟大道日夜穿梭重型土方车，水泥车噪音扰民休息,2019-06-19,./index_18763.htm?id=1112485&chnlId=19
租赁生产线环评,2019-06-19,./index_18763.htm?id=1112462&chnlId=18
HW08废固转移,2019-06-19,./index_18763.htm?id=1112431&chnlId=18
翔安机场噪声,2019-06-18,./index_18763.htm?id=1112344&chnlId=18
集美北大道灌口三社松山路段焚烧不明物品，污染大气环境,2019-06-16,./index_18763.htm?id=1112246&chnlId=19
环保部门选择性执法,2019-06-13,./index_18763.htm?id=1112059&chnlId=18
湖里区穆厝社小灵通幼儿园扩建装修噪声扰民,2019-06-11,./index_18763.htm?id=1111942&chnlId=19
鸡叫声太吵了,2019-06-11,./index_18763.htm?id=1111871&chnlId=18
国六标准,2019-06-05,./index_18763.htm?id=1111604&chnlId=18
酒店行业是否需要排污证,2019-06-04,./index_18763.htm?id=1111485&chnlId=18
排污证,2019-06-04,./index_18763.htm?id=1111467&chnlId=18
灌口大道1700号排污水,2019-06-03,./index_18763.htm?id=1111406&chnlId=19
禹州世贸商城噪音污染,2019-05-31,./index_18763.htm?id=1111252&chnlId=19
国二排放标准汽车报废时间,2019-05-31,./index_18763.htm?id=1111162&chnlId=18
KTV扰民,2019-05-30,./index_18763.htm?id=1111150&chnlId=19
花生加工车间,2019-05-30,./index_18763.htm?id=1111113&chnlId=18
请问如何查询厦门近年垃圾清运数据,2019-05-30,./index_18763.htm?id=1111078&chnlId=18
东寮村东部固废恶臭,2019-05-29,./index_18763.htm?id=1111008&chnlId=18
楼下外卖店炒菜(鼓风机)声音很大 半夜2-3点还在,2019-05-28,./index_18763.htm?id=1110999&chnlId=19
噪音扰民,2019-05-28,./index_18763.htm?id=1110921&chnlId=19
噪音过大,2019-05-25,./index_18763.htm?id=1110810&chnlId=19
禹洲大学城一号门处周麻婆油烟违规排放,2019-05-18,./index_18763.htm?id=1110381&chnlId=19
小区配电室在住户正下方不合理,2019-05-16,./index_18763.htm?id=1110203&chnlId=19
禹洲大学城惠来购噪音扰民,2019-05-15,./index_18763.htm?id=1110129&chnlId=19
居民区建筑噪声污染无人管治,2019-05-13,./index_18763.htm?id=1110001&chnlId=19
国六排放,2019-05-13,./index_18763.htm?id=1109957&chnlId=18
海沦区海尔地产国际广场建设油漆味刺鼻，严重影响周...,2019-05-13,./index_18763.htm?id=1109945&chnlId=19
养鸡鸭发出恶臭,2019-05-12,./index_18763.htm?id=1109908&chnlId=19
同安简易隔油池质量不行,2019-05-10,./index_18763.htm?id=1109826&chnlId=20
垃圾分类督导是哪个部门管理的,2019-05-10,./index_18763.htm?id=1109797&chnlId=18
海澳海边成垃圾填埋地,2019-05-09,./index_18763.htm?id=1109772&chnlId=19
废气处理,2019-05-09,./index_18763.htm?id=1109753&chnlId=18
公司上市，需要开无违规证明,2019-05-08,./index_18763.htm?id=1109641&chnlId=18
金玖酒店热泵噪音扰民问题五年未解决,2019-05-07,./index_18763.htm?id=1109607&chnlId=19
公司上市,2019-05-07,./index_18763.htm?id=1109564&chnlId=18
黄标车报废补贴,2019-05-06,./index_18763.htm?id=1109489&chnlId=18
粉末状物体满天飞,2019-05-02,./index_18763.htm?id=1109359&chnlId=19
油毛毡污染,2019-04-28,./index_18763.htm?id=1109038&chnlId=19
蔡塘村垃圾分拣员暴力规劝,2019-04-28,./index_18763.htm?id=1108894&chnlId=19
空调外机老旧噪音扰民,2019-04-25,./index_18763.htm?id=1108676&chnlId=19
世茂御海墅02-1B地块室内空气质量不符合国家规定,2019-04-25,./index_18763.htm?id=1108654&chnlId=19
广场舞噪音扰民,2019-04-25,./index_18763.htm?id=1108606&chnlId=19
关于新的厦门市大气污染排放标准的一些问题,2019-04-25,./index_18763.htm?id=1108588&chnlId=18
厦门机动车国六标准,2019-04-25,./index_18763.htm?id=1108551&chnlId=18
厦门世茂御海墅交房空气质量：合格,2019-04-25,./index_18763.htm?id=1108542&chnlId=19
世茂御海墅,2019-04-24,./index_18763.htm?id=1108535&chnlId=19
翔安世茂御海墅室内空气不合格,2019-04-24,./index_18763.htm?id=1108529&chnlId=19
翔安区世贸御海墅空气质量检测不符合规定,2019-04-24,./index_18763.htm?id=1108521&chnlId=19
厦门市翔安区世茂御海墅,2019-04-24,./index_18763.htm?id=1108519&chnlId=19
厦门市翔安区世茂御海墅,2019-04-24,./index_18763.htm?id=1108517&chnlId=19
翔安世茂御海墅2期新交房环保不合格,2019-04-24,./index_18763.htm?id=1108516&chnlId=19
厦门世茂御海墅室内空气质量检验不合格,2019-04-24,./index_18763.htm?id=1108515&chnlId=19
世茂御海墅检验机构不合格,2019-04-24,./index_18763.htm?id=1108514&chnlId=19
厦门世茂御海墅验收问题,2019-04-24,./index_18763.htm?id=1108513&chnlId=19
室内空气质量检测报告不实,2019-04-24,./index_18763.htm?id=1108511&chnlId=19
厦门市翔安区世茂御海墅交房未达到《室内空气质量检...,2019-04-24,./index_18763.htm?id=1108509&chnlId=19
世茂御海墅交房空气质量报告无效,2019-04-24,./index_18763.htm?id=1108507&chnlId=19
世茂御海墅《室内空气质量检测报告》不符合国家规定,2019-04-24,./index_18763.htm?id=1108503&chnlId=19
世茂御海墅验收检测机构不具备相关资质,2019-04-24,./index_18763.htm?id=1108502&chnlId=19
厦门世茂御海墅房子空气报告做假,2019-04-24,./index_18763.htm?id=1108500&chnlId=19
关于厦门市翔安区世茂御海墅的装修问题,2019-04-24,./index_18763.htm?id=1108499&chnlId=19
请彻查厦门翔安世茂御海墅的室内环保质量,2019-04-24,./index_18763.htm?id=1108498&chnlId=19
厦门世茂御海墅交房空气质量检测报告无效，违规交房,2019-04-24,./index_18763.htm?id=1108494&chnlId=19
世茂御海墅空气质量检测报告问题,2019-04-24,./index_18763.htm?id=1108490&chnlId=19
投诉厦门市翔安区世茂御海墅,2019-04-24,./index_18763.htm?id=1108487&chnlId=19
厦门世茂御海墅《室内空气质量检测报告》不符合规定,2019-04-24,./index_18763.htm?id=1108471&chnlId=19
海沧新阳居住区空气污染严重,2019-04-18,./index_18763.htm?id=1107935&chnlId=19
噪音扰民,2019-04-18,./index_18763.htm?id=1107906&chnlId=19
倒垃圾填埋垃圾污染环境,2019-04-17,./index_18763.htm?id=1107897&chnlId=19
厦门外国语学校门口扬尘,2019-04-17,./index_18763.htm?id=1107890&chnlId=19
化学污染物排放严重,2019-04-16,./index_18763.htm?id=1107768&chnlId=19
海沧泰地万豪酒店机房噪音振动扰民,2019-04-12,./index_18763.htm?id=1107577&chnlId=19
气味刺鼻,2019-04-12,./index_18763.htm?id=1107536&chnlId=19
在餐饮禁社区设置餐饮业,2019-04-12,./index_18763.htm?id=1107520&chnlId=19
厦门空气质量,2019-04-11,./index_18763.htm?id=1107443&chnlId=18
黄庄附近排废气！很臭！,2019-04-09,./index_18763.htm?id=1105575&chnlId=19
酒吧噪音扰民,2019-04-09,./index_18763.htm?id=1105539&chnlId=19
古龙酱文化园排放有恶臭等刺激性气味废气,2019-04-09,./index_18763.htm?id=1105519&chnlId=19
焚烧工业垃圾,2019-04-08,./index_18763.htm?id=1105505&chnlId=19
店面排烟浓烟滚滚往我家所有的,2019-04-08,./index_18763.htm?id=1105444&chnlId=19
小区离高速路太近，噪声污染,2019-04-08,./index_18763.htm?id=1105424&chnlId=19
集美区石鼓路油烟味大，学生们要死了,2019-04-05,./index_18763.htm?id=1105341&chnlId=19
噪音扰民,2019-04-04,./index_18763.htm?id=1105314&chnlId=19
广告噪音扰民,2019-04-02,./index_18763.htm?id=1099241&chnlId=19
装修室内空气检测,2019-04-01,./index_18763.htm?id=1099042&chnlId=18
长期油烟污染,2019-03-31,./index_18763.htm?id=1098988&chnlId=19
居民房顶养鸡,2019-03-28,./index_18763.htm?id=1098841&chnlId=19
建立同位素实验室,2019-03-28,./index_18763.htm?id=1098822&chnlId=18
有资质的环境监测机构名册,2019-03-28,./index_18763.htm?id=1098813&chnlId=18
饭店厨房油烟直排通道,2019-03-28,./index_18763.htm?id=1098789&chnlId=19
噪声,2019-03-27,./index_18763.htm?id=1098738&chnlId=19
废气排放标准问题,2019-03-27,./index_18763.htm?id=1098730&chnlId=18
噪音污染,2019-03-24,./index_18763.htm?id=1097683&chnlId=19
环境保护投入,2019-03-24,./index_18763.htm?id=1097678&chnlId=18
厦门钨业污染,2019-03-22,./index_18763.htm?id=1097611&chnlId=19
海沧柯井社污染严重,2019-03-22,./index_18763.htm?id=1097583&chnlId=19
鞭炮噪音空气污染,2019-03-22,./index_18763.htm?id=1097573&chnlId=19
小区多种臭气,2019-03-22,./index_18763.htm?id=1097565&chnlId=19
灌口黄庄晚上排臭气,2019-03-20,./index_18763.htm?id=1097406&chnlId=19
洒水车是洒路还是洒路人？,2019-03-20,./index_18763.htm?id=1097315&chnlId=19
污水排放,2019-03-18,./index_18763.htm?id=1097104&chnlId=19
同安、翔安有资质的抽化粪池的公司,2019-03-15,./index_18763.htm?id=1096780&chnlId=18
不负责任的垃圾车驾驶员,2019-03-13,./index_18763.htm?id=1096486&chnlId=19
很浓的毒气味,2019-03-12,./index_18763.htm?id=1096480&chnlId=19
同安区五显镇香溪里社区附近环境问题,2019-03-12,./index_18763.htm?id=1096476&chnlId=19
皮革厂使用胶水，排气到空气中，污染环境,2019-03-12,./index_18763.htm?id=1096469&chnlId=19
廈門市禁設餐飲位置,2019-03-12,./index_18763.htm?id=1096368&chnlId=18
嘉康饲料,2019-03-12,./index_18763.htm?id=1096367&chnlId=19
噪音污染,2019-03-11,./index_18763.htm?id=1096232&chnlId=19
湖里区蔡塘社主街大东鞋店噪音污染投诉,2019-03-10,./index_18763.htm?id=1096145&chnlId=19
净水器,2019-03-10,./index_18763.htm?id=1096106&chnlId=19
厦门兴久信门业,2019-03-09,./index_18763.htm?id=1096086&chnlId=19
黄标车报废,2019-03-07,./index_18763.htm?id=1095934&chnlId=18
杏锦路地铁口淹水,2019-03-06,./index_18763.htm?id=1095892&chnlId=19
垃圾随意堆放,2019-03-04,./index_18763.htm?id=1095674&chnlId=19
莲岳路仙岳路交叉口油烟污染严重,2019-03-02,./index_18763.htm?id=1095536&chnlId=19
建设项目环境影响评价文件的批复,2019-02-28,./index_18763.htm?id=1095395&chnlId=18
餐饮油水分离器的标准,2019-02-28,./index_18763.htm?id=1095370&chnlId=18
是否能考取污水处理操作证,2019-02-26,./index_18763.htm?id=1022027&chnlId=18
霞阳小学操场地下停车场项目施工噪音严重，影响附近...,2019-02-26,./index_18763.htm?id=1022025&chnlId=19
Stellar酒吧噪音扰民,2019-02-21,./index_18763.htm?id=1021516&chnlId=19
星际酒吧和蓝天充电站噪音扰民问题,2019-02-20,./index_18763.htm?id=1021422&chnlId=19
傍晚开始臭气排放,2019-02-19,./index_18763.htm?id=1021412&chnlId=19
厦门卷烟厂夜间偷排废气,2019-02-18,./index_18763.htm?id=1021353&chnlId=19
夜间偷排废气,2019-02-15,./index_18763.htm?id=1021240&chnlId=19
咨询厦门滨海旅游的垃圾排放量,2019-02-15,./index_18763.htm?id=1021228&chnlId=18
饭店排气扇噪音扰民,2019-02-13,./index_18763.htm?id=1021105&chnlId=19
未来海沧附近汽柴油味道重,2019-02-12,./index_18763.htm?id=1021096&chnlId=19
集美水晶湖郡边集美湖乱排放,2019-02-12,./index_18763.htm?id=1021075&chnlId=19
有私厂燃烧废料，制造未知气体,2019-02-03,./index_18763.htm?id=1020964&chnlId=19
海沧大气污染,2019-01-30,./index_18763.htm?id=1020842&chnlId=19
厦门保障房新阳居住区受空气污染,2019-01-29,./index_18763.htm?id=1020801&chnlId=19
新阳居住区连白天空气都没办法呼吸,2019-01-28,./index_18763.htm?id=1020775&chnlId=19
仙岳山上建筑工地夜间噪音扰民,2019-01-26,./index_18763.htm?id=1020737&chnlId=19
城市噪音,2019-01-26,./index_18763.htm?id=1020723&chnlId=19
新阳工业区鑫汇源与鹏威北区厂房排黑烟废气,2019-01-24,./index_18763.htm?id=1020612&chnlId=19
夜间偷排废气,2019-01-23,./index_18763.htm?id=1020554&chnlId=19
海沧东孚有企业偷排放污气,2019-01-23,./index_18763.htm?id=1020552&chnlId=19
请停止建设新城小学旁 同集变电站,2019-01-22,./index_18763.htm?id=1020481&chnlId=19
保利叁仟栋变电站,2019-01-22,./index_18763.htm?id=1020480&chnlId=19
翔安三维丝公司偷排气体,2019-01-21,./index_18763.htm?id=1020425&chnlId=19
查询莲花路是否可以做餐饮,2019-01-19,./index_18763.htm?id=1020383&chnlId=18
西蔡公共垃圾不让倒,2019-01-19,./index_18763.htm?id=1020377&chnlId=19
新阳保障房附近轮胎厂空气污染,2019-01-19,./index_18763.htm?id=1020359&chnlId=19
私家车辆报废,2019-01-19,./index_18763.htm?id=1020356&chnlId=18
厦门海沧新垵东山废弃污染,2019-01-19,./index_18763.htm?id=1020354&chnlId=19
关于DB35/322-2018的疑问,2019-01-18,./index_18763.htm?id=1020338&chnlId=18
关于水质取样和检测收费依据的咨询,2019-01-18,./index_18763.htm?id=1020320&chnlId=18
油烟废气排放不合理,2019-01-18,./index_18763.htm?id=1020311&chnlId=19
无环境违法证明文件,2019-01-17,./index_18763.htm?id=1020259&chnlId=18
乱倒有污染的废渣,2019-01-16,./index_18763.htm?id=1020237&chnlId=18
风景湖公园噪音扰民,2019-01-16,./index_18763.htm?id=1020235&chnlId=19
同安双溪公园旁排放不符合排放要求气体,2019-01-15,./index_18763.htm?id=1020128&chnlId=19
集美区乔英街道中央公园噪音扰民,2019-01-13,./index_18763.htm?id=1020054&chnlId=19
阳云外口公寓南侧工厂焊接钢构扰民,2019-01-12,./index_18763.htm?id=1020037&chnlId=19
中达电商园附近工厂异味,2019-01-11,./index_18763.htm?id=1018971&chnlId=19
金湖四路24小时噪音,2019-01-10,./index_18763.htm?id=1018944&chnlId=19
应急预案备案,2019-01-10,./index_18763.htm?id=1018925&chnlId=18
新版厦门市水污染排放标准,2019-01-08,./index_18763.htm?id=1018831&chnlId=18
油烟废气乱排,2019-01-08,./index_18763.htm?id=1018784&chnlId=19
中交和美新城噪音,2019-01-06,./index_18763.htm?id=1018720&chnlId=18
新城小学旁22万伏高压变电站,2019-01-06,./index_18763.htm?id=1018709&chnlId=19
保利叁仟栋旁22万伏变电站,2019-01-06,./index_18763.htm?id=1018708&chnlId=19
保利叁仟栋左侧 学校旁的22万伏变电站,2019-01-06,./index_18763.htm?id=1018707&chnlId=19
集美湖水晶湖郡水上自行车道恶臭,2019-01-02,./index_18763.htm?id=1018553&chnlId=19
集美区灌口镇东辉村恶臭加噪声,2018-12-26,./index_18763.htm?id=1018315&chnlId=19
集美软件园B19网宿员工食堂油烟排风口噪音和油烟...,2018-12-26,./index_18763.htm?id=1018291&chnlId=19
宝龙一城噪音扰民,2018-12-25,./index_18763.htm?id=1018234&chnlId=19
空气污染,2018-12-22,./index_18763.htm?id=1018091&chnlId=19
小区阳台变厨房,2018-12-21,./index_18763.htm?id=1018064&chnlId=19
灌口黄庄经常闻到刺鼻味道,2018-12-20,./index_18763.htm?id=1017376&chnlId=19
源昌广场餐饮店乱污水,2018-12-19,./index_18763.htm?id=1017334&chnlId=19
噪音污染,2018-12-18,./index_18763.htm?id=1017234&chnlId=19
厦门第一医院杏林分院南面用地土地平整作业缺少必要...,2018-12-17,./index_18763.htm?id=1017173&chnlId=19
深青村145号噪音扰民,2018-12-16,./index_18763.htm?id=1017125&chnlId=19
高林菜市场问题,2018-12-15,./index_18763.htm?id=1017108&chnlId=19
臭气熏天小工厂,2018-12-14,./index_18763.htm?id=1017097&chnlId=19
中航紫金广场展鸿路地下车库入口噪音扰人,2018-12-14,./index_18763.htm?id=1017065&chnlId=19
噪声扰民， 野蛮施工,2018-12-07,./index_18763.htm?id=1016761&chnlId=19
厦门市湖里区江头三小噪音污染,2018-12-07,./index_18763.htm?id=1016756&chnlId=19
深夜施工车辆扰民,2018-12-07,./index_18763.htm?id=1016712&chnlId=19
油漆施工气味污染严重,2018-12-05,./index_18763.htm?id=1016637&chnlId=19
乱气不足,2018-12-05,./index_18763.htm?id=1016620&chnlId=19
一楼烧烤摊抽油烟机搭建到顶楼振动扰民,2018-12-04,./index_18763.htm?id=1016501&chnlId=19
同安西山脚下废纸加工污染,2018-12-01,./index_18763.htm?id=1016373&chnlId=19
最近每天晚上都能闻到一股恶臭,2018-11-30,./index_18763.htm?id=1016366&chnlId=19
后悔定居厦门，厦门海沧明达塑胶工业废气整夜排放，...,2018-11-30,./index_18763.htm?id=1016311&chnlId=19
化工厂大气污染,2018-11-30,./index_18763.htm?id=1016309&chnlId=19
噪音扰民,2018-11-29,./index_18763.htm?id=1016237&chnlId=19
地铁双十段施工半夜扰民,2018-11-27,./index_18763.htm?id=1016104&chnlId=19
噪音扰民、粉尘污染,2018-11-26,./index_18763.htm?id=1016092&chnlId=19
正新轮胎厂偷放废气,2018-11-25,./index_18763.htm?id=1016034&chnlId=19
污染住环境,2018-11-24,./index_18763.htm?id=1016010&chnlId=19
洪塘附近的菜地总是有人烧垃圾,2018-11-23,./index_18763.htm?id=1015968&chnlId=19
鸡鸭饲养影响生活,2018-11-22,./index_18763.htm?id=1015883&chnlId=19
空气刺鼻,2018-11-22,./index_18763.htm?id=1015871&chnlId=19
集美灌口厦门医学院附近居民点存在露天焚烧垃圾现象,2018-11-21,./index_18763.htm?id=1015757&chnlId=19
高林在建学校夜间施工噪音扰民,2018-11-20,./index_18763.htm?id=1015710&chnlId=19
噪音扰民,2018-11-14,./index_18763.htm?id=1015398&chnlId=19
马路车辆噪音,2018-11-14,./index_18763.htm?id=1015383&chnlId=19
海沧空气污染,2018-11-09,./index_18763.htm?id=1015111&chnlId=19
同安五显镇禹州香溪里附近每天都有人烧垃圾,2018-11-08,./index_18763.htm?id=1015082&chnlId=19
工地连续夜间施工噪音过大扰民,2018-11-08,./index_18763.htm?id=1015063&chnlId=19
龙山二期安置房旁新建学校操场噪音扰民,2018-11-07,./index_18763.htm?id=1014930&chnlId=19
锦亭北路企业偷排臭气,2018-11-07,./index_18763.htm?id=1014911&chnlId=19
湖里钟宅村口街道商铺音响噪音,2018-11-06,./index_18763.htm?id=1014889&chnlId=19
国源滨北国际楼下半夜地铁施工噪音过大,2018-11-06,./index_18763.htm?id=1014843&chnlId=19
半夜施工,2018-11-05,./index_18763.htm?id=1014799&chnlId=19
废气污染,2018-11-04,./index_18763.htm?id=1014770&chnlId=19
噪音扰民,2018-11-04,./index_18763.htm?id=1014768&chnlId=19
噪音投诉,2018-11-04,./index_18763.htm?id=1014767&chnlId=19
练制地沟油，污染环境,2018-11-03,./index_18763.htm?id=1014735&chnlId=19
金达威维生素排放毒气,2018-11-02,./index_18763.htm?id=1014709&chnlId=19
夜间施工投诉,2018-11-01,./index_18763.htm?id=1014632&chnlId=19
小区监控室紧挨着房子（2018-8-16已咨询未回复,2018-10-31,./index_18763.htm?id=1014619&chnlId=19
噪音,2018-10-31,./index_18763.htm?id=1014590&chnlId=19
厦门ABB翔安工业园,2018-10-31,./index_18763.htm?id=1014571&chnlId=19
厦门ABB 翔安工业区,2018-10-31,./index_18763.htm?id=1014570&chnlId=19
油烟污染严重,2018-10-28,./index_18763.htm?id=1014420&chnlId=19
海沧融信海上城华邑酒店噪音扰民,2018-10-26,./index_18763.htm?id=1014342&chnlId=19
噪音扰民,2018-10-25,./index_18763.htm?id=1014318&chnlId=19
噪音扰民,2018-10-25,./index_18763.htm?id=1014292&chnlId=19
霞阳亿兴达塑胶厂噪音及粉尘污染,2018-10-25,./index_18763.htm?id=1014287&chnlId=19
空气污染，恶臭影响居民生活！,2018-10-25,./index_18763.htm?id=1014272&chnlId=19
翔安区新圩镇东寮村东部固废中心恶臭,2018-10-24,./index_18763.htm?id=1014223&chnlId=19
思明区老虎城商城风机扰民,2018-10-23,./index_18763.htm?id=1014125&chnlId=19
新店沙美村猪坚强养殖场污染环境,2018-10-22,./index_18763.htm?id=1014083&chnlId=19
集美区水晶湖郡施工噪音污染严重,2018-10-21,./index_18763.htm?id=1014016&chnlId=19
咨询,2018-10-19,./index_18763.htm?id=1013970&chnlId=19
投诉厦门实验小学改扩建工地,2018-10-19,./index_18763.htm?id=1013925&chnlId=19
灌口深青噪音扰民,2018-10-18,./index_18763.htm?id=1013865&chnlId=19
停靠在临近滨水小区1号地块的集美大道辅路的工程车...,2018-10-17,./index_18763.htm?id=1013826&chnlId=19
关于杏滨路垃圾房污染,2018-10-16,./index_18763.htm?id=1013778&chnlId=19
翔安浦园三里阳光城翡丽湾小区周围空气污染,2018-10-16,./index_18763.htm?id=1013773&chnlId=19
集美连胜路355号四楼机器噪音声大,2018-10-15,./index_18763.htm?id=1013682&chnlId=19
燃放爆竹,2018-10-15,./index_18763.htm?id=1013652&chnlId=19
孙厝云龙岩宫放炮,2018-10-14,./index_18763.htm?id=1013609&chnlId=19
明发海景苑小区道路施工噪音扰民,2018-10-13,./index_18763.htm?id=1013509&chnlId=19
厦门明发商业广场二楼油烟乱排放,2018-10-11,./index_18763.htm?id=1013330&chnlId=19
住宅油漆污染,2018-10-09,./index_18763.htm?id=1013230&chnlId=19
倒粪便进下水道,2018-10-08,./index_18763.htm?id=1013128&chnlId=19
噪音污染空气污染,2018-09-29,./index_18763.htm?id=1012939&chnlId=19
软件园二期周边臭味严重,2018-09-27,./index_18763.htm?id=1012850&chnlId=19
环境空气污染,2018-09-27,./index_18763.htm?id=1012815&chnlId=19
集美嘉康饲料厂投放有害气体,2018-09-23,./index_18763.htm?id=1012705&chnlId=19
翔安冠捷科技深夜排臭,2018-09-19,./index_18763.htm?id=1012536&chnlId=19
油漆味道难闻,2018-09-18,./index_18763.htm?id=1012511&chnlId=19
澡音太严重了，第三次投诉,2018-09-15,./index_18763.htm?id=1012382&chnlId=19
噪音扰民,2018-09-13,./index_18763.htm?id=1012301&chnlId=19
海翔大道噪声污染,2018-09-13,./index_18763.htm?id=1012224&chnlId=19
橡胶生产臭气熏人,2018-09-11,./index_18763.htm?id=1012102&chnlId=19
噪音扰民,2018-09-11,./index_18763.htm?id=1012101&chnlId=19
投诉,2018-09-10,./index_18763.htm?id=982957&chnlId=19
河东龙铝材喷漆废气无组织排放,2018-09-10,./index_18763.htm?id=982945&chnlId=19
关于苑亭路附近晚上工地运输车辆嗓音深夜严重扰民休息,2018-09-06,./index_18763.htm?id=982810&chnlId=19
村庄养鸽子扰民又污染,2018-09-05,./index_18763.htm?id=982808&chnlId=19
随便排放喷漆味道。,2018-09-05,./index_18763.htm?id=982807&chnlId=19
臭气熏天的每天晚上,2018-09-02,./index_18763.htm?id=982626&chnlId=19
集美新城废气污染,2018-08-31,./index_18763.htm?id=982605&chnlId=19
监督性监测形同虚设,2018-08-30,./index_18763.htm?id=982490&chnlId=19
小区养蜜蜂，晚上出来叮人,2018-08-29,./index_18763.htm?id=982468&chnlId=19
海沧区霞阳村霞阳西路一个垃圾桶都没。,2018-08-27,./index_18763.htm?id=982379&chnlId=19
海沧德彦纸业每天放毒气，家人病态呈现,2018-08-24,./index_18763.htm?id=982285&chnlId=19
翔安区新店镇蔡厝村蔡厝小学路口私人榨油排放浓烟,2018-08-23,./index_18763.htm?id=982238&chnlId=19
五通凤头社灰尘之城,2018-08-23,./index_18763.htm?id=982228&chnlId=19
废水废气无组织排放,2018-08-20,./index_18763.htm?id=982120&chnlId=19
正新实业排放毒气,2018-08-17,./index_18763.htm?id=982040&chnlId=19
私人榨花生油,2018-08-17,./index_18763.htm?id=982023&chnlId=19
政府机构食堂油烟机扰民,2018-08-15,./index_18763.htm?id=981920&chnlId=19
住房环境污染,2018-08-10,./index_18763.htm?id=953067&chnlId=19
新垵村西片646号噪音污染,2018-08-08,./index_18763.htm?id=953005&chnlId=19
新阳北路化工厂严重有毒气体排放、噪音污染,2018-08-06,./index_18763.htm?id=952943&chnlId=19
新阳街道新阳北路环境污染没人管,2018-08-06,./index_18763.htm?id=952903&chnlId=19
马銮湾恶臭连连,2018-08-02,./index_18763.htm?id=952799&chnlId=19
废气直排人行道损害行人健康,2018-08-02,./index_18763.htm?id=952790&chnlId=19
带市政施工牌子的沙土车辆凌晨五点噪音扰民,2018-08-01,./index_18763.htm?id=952763&chnlId=19
黄厝茂后附近唱歌噪音,2018-07-25,./index_18763.htm?id=952537&chnlId=19
正新轮胎排放化学臭气,2018-07-25,./index_18763.htm?id=952509&chnlId=19
臭气熏天若无人监管,2018-07-24,./index_18763.htm?id=952460&chnlId=19
有害气体排放,2018-07-24,./index_18763.htm?id=952453&chnlId=19
禹州大学城毒气环绕无法开窗,2018-07-23,./index_18763.htm?id=952425&chnlId=19
民族路道路施工严重扰民,2018-07-23,./index_18763.htm?id=952384&chnlId=19
公路经常鸣笛,2018-07-21,./index_18763.htm?id=952358&chnlId=19
空压机噪音扰民,2018-07-21,./index_18763.htm?id=952353&chnlId=19
水云湾小区附近出现难闻的异味，请相关人员尽快了解...,2018-07-21,./index_18763.htm?id=952337&chnlId=19
工厂偷排污水埭头溪,2018-07-19,./index_18763.htm?id=952290&chnlId=19
软件园佰翔酒店施工扰民,2018-07-18,./index_18763.htm?id=952211&chnlId=19
软件园二期臭味严重,2018-07-17,./index_18763.htm?id=952181&chnlId=19
城市灯光污染,2018-07-16,./index_18763.htm?id=952153&chnlId=19
烧烤油烟气味污染,2018-07-16,./index_18763.htm?id=952138&chnlId=19
投诉冠捷科技臭味问题,2018-07-16,./index_18763.htm?id=952121&chnlId=19
村中烧考每天浓烟滚滚呛的周围居民在家跟本不敢开窗门,2018-07-15,./index_18763.htm?id=952101&chnlId=19
同安区大同街道东宅村小工厂乱排污水,2018-07-13,./index_18763.htm?id=952052&chnlId=19
晚上偷排废气自家阳台无法呼吸,2018-07-13,./index_18763.htm?id=952026&chnlId=19
海沧新阳青春海岸小区每天闻到阳光路一带的化工厂排...,2018-07-12,./index_18763.htm?id=952004&chnlId=19
海沧未来堡保小区长期脏乱差,2018-07-12,./index_18763.htm?id=952001&chnlId=19
环评审批,2018-07-10,./index_18763.htm?id=951887&chnlId=19
油漆污染,2018-07-10,./index_18763.htm?id=951885&chnlId=19
莲花二村垃圾站,2018-07-10,./index_18763.htm?id=951874&chnlId=19
工厂安装大功率风扇噪声、粉尘扰民,2018-07-10,./index_18763.htm?id=951872&chnlId=19
同安区工厂废气随意排放,2018-07-08,./index_18763.htm?id=951808&chnlId=19
空气污染,2018-07-07,./index_18763.htm?id=951784&chnlId=19
海沧东屿倾倒土方套取国家利益骗方数和车次,2018-07-07,./index_18763.htm?id=951781&chnlId=19
